"ID";"X0001_GPA.primary.school.Denmark.2008";"X0001_GPADenmark2ndGenBoys";"X0001_GPADenmark2ndGenGirls";"X0001_GPADenmark2ndGenBoth";"X0002_MalePercentDenmark2012";"X0003_EthnicHeterogenityVanhanen2012";"X0003_EthnicConflictVanhanen2012";"X0004_HDI1980";"X0004_HDI1990";"X0004_HDI2000";"X0004_HDI2010";"X0004_HDI2013";"X0005_SlowTimePrefWangetal2011";"X0006_NorwayPusnishments2011";"X0006_NorwayPusnishments2012";"X0006_NorwayPunishedPersons2011";"X0006_NorwayPunishedPersons2012";"X0007_CancerRatePer100000";"X0008_AlcoholConsumptionPerCapitaWHO";"X0009_Read00Mean";"X0009_Read00SD";"X0009_Read00Centile05";"X0009_Read00Centile95";"X0009_Math00Mean";"X0009_Math00SD";"X0009_Math00Centile05";"X0009_Math00Centile95";"X0009_Sci00Mean";"X0009_Sci00SD";"X0009_Sci00Centile05";"X0009_Sci00Centile95";"X0010_Read03Mean";"X0010_Read03MeanMales";"X0010_Read03MeanFemales";"X0010_Read03SD";"X0010_Read03SDMales";"X0010_Read03SDFemales";"X0010_Read03Centile05";"X0010_Read03Centile95";"X0010_Math03Mean";"X0010_Math03MeanMales";"X0010_Math03MeanFemales";"X0010_Math03SD";"X0010_Math03Centile05";"X0010_Math03Centile95";"X0010_Sci03Mean";"X0010_Sci03MeanMales";"X0010_Sci03MeanFemales";"X0010_Sci03SD";"X0010_Sci03SDMales";"X0010_Sci03SDFemales";"X0010_Sci03Centile05";"X0010_Sci03Centile95";"X0010_PS03Mean";"X0010_PS03SD";"X0010_PS03Centile05";"X0010_PS03Centile95";"X0011_Read06Mean";"X0011_Read06MeanMales";"X0011_Read06MeanFemales";"X0011_Read06SD";"X0011_Read06Centile05";"X0011_Read06Centile95";"X0011_Math06Mean";"X0011_Math06SD";"X0011_Math06MeanMales";"X0011_Math06MeanFemales";"X0011_Math06Centile05";"X0011_Math06Centile95";"X0011_Sci06Mean";"X0011_Sci06MeanMales";"X0011_Sci06MeanFemales";"X0011_Sci06SD";"X0011_Sci06Centile05";"X0011_Sci06Centile95";"X0012_Read09Mean";"X0012_Read09SD";"X0012_Read09MeanMales";"X0012_Read09MeanFemales";"X0012_Read09Centile05";"X0012_Read09Centile95";"X0012_Math09Mean";"X0012_Math09SD";"X0012_Math09MeanMales";"X0012_Math09MeanFemales";"X0012_Math09Centile05";"X0012_Math09Centile95";"X0012_Sci09Mean";"X0012_Sci09SD";"X0012_Sci09MeanMales";"X0012_Sci09MeanFemales";"X0012_Sci09Centile05";"X0012_Sci09Centile95";"X0013_Read12Mean";"X0013_Read12MeanMales";"X0013_Read12MeanFemales";"X0013_Read12SD";"X0013_Read12Centile05";"X0013_Read12Centile95";"X0013_Math12Mean";"X0013_Math12SD";"X0013_Math12MeanMales";"X0013_Math12MeanFemales";"X0013_Math12Centile05";"X0013_Math12Centile95";"X0013_Sci12Mean";"X0013_Sci12MeanMales";"X0013_Sci12MeanFemales";"X0013_Sci12SD";"X0013_Sci12Centile05";"X0013_Sci12Centile95";"X0014_CPS12Mean";"X0014_CPS12SD";"X0014_CPS12Centile05";"X0014_CPS12Centile95";"X0015_Finance12Mean";"X0015_Finance12MeanMales";"X0015_Finance12MeanFemales";"X0015_Finance12SD";"X0015_Finance12SDMales";"X0015_Finance12SDFemales";"X0015_Finance12Centile05";"X0015_Finance12Centile95";"X0016_TIMSS95";"X0016_TIMSS99";"X0016_TIMSS03";"X0016_TIMSS07";"X0016_TIMSS11";"X0017_Hofstede.PDI";"X0017_Hofstede.IDV";"X0017_Hofstede.UAI";"X0017_Hofstede.MAS";"X0017_Hofstede.LTO";"X0017_Hofstede.IVR";"X0018_R.2D4D.Men.Manning2011";"X0018_L.2D4D.Men.Manning2011";"X0018_R.2D4D.Women.Manning2011";"X0018_L.2D4D.Women.Manning2011";"X0019_ExtraversionMeanSchmittEtAl2007";"X0019_ExtraversionSDSchmittEtAl2007";"X0019_AgreeablenessMeanSchmittEtAl2007";"X0019_AgreeablenessSDSchmittEtAl2007";"X0019_ConscientiousnessMeanSchmittEtAl2007";"X0019_ConscientiousnessSDSchmittEtAl2007";"X0019_NeuroticismMeanSchmittEtAl2007";"X0019_NeuroticismSDSchmittEtAl2007";"X0019_OpennessMeanSchmittEtAl2007";"X0019_OpennessSDSchmittEtAl2007";"X0019_OCEANMeanSDSchmittEtAl2007";"X0019_AcquiescenceBiasSchmittEtAl2007";"X0020_S.factor.in.Norway.Kirkegaard2014";"X0020_NorwayViolentCrimeAdjustedOddsRatioSkardhamar2014";"X0020_FinlandViolentCrimeAdjustedOddsRatioSkardhamar2014";"X0020_NorwayLarcenyAdjustedOddsRatioSkardhamar2014";"X0020_FinlandLarcenyAdjustedOddsRatioSkardhamar2014";"X0020_Norway_tertiary_edu_att_2013";"X0020_Norway_tertiary_edu_att_bigsamples_2013";"X0020_Norway_Income_index_2009";"X0020_Norway_Income_index_2010";"X0020_Norway_Income_index_2011";"X0020_Norway_Income_index_2012";"X0020_Norway_OutOfWork_2010Q2_men";"X0020_Norway_OutOfWork_2011Q2_men";"X0020_Norway_OutOfWork_2012Q2_men";"X0020_Norway_OutOfWork_2013Q2_men";"X0020_Norway_OutOfWork_2014Q2_men";"X0020_Norway_OutOfWork_2010Q2_women";"X0020_Norway_OutOfWork_2011Q2_women";"X0020_Norway_OutOfWork_2012Q2_women";"X0020_Norway_OutOfWork_2013Q2_women";"X0020_Norway_OutOfWork_2014Q2_women";"X0021_Denmark_All_crime_age_15_19";"X0021_Denmark_All_crime_age_20_29";"X0021_Denmark_Income_15_19";"X0021_Denmark_Income_20_29";"X0021_Denmark_Income_30_39";"X0021_Denmark_Income_40_49";"X0021_Denmark_Income_50_59";"X0021_Denmark_Income_60";"X0021_Denmark_Basic_school_15_19";"X0021_Denmark_Basic_school_20_29";"X0021_Denmark_Basic_school_30_39";"X0021_Denmark_Basic_school_40_49";"X0021_Denmark_Basic_school_50_59";"X0021_Denmark_Basic_school_60plus";"X0021_Denmark_Long_tert_edu_20_29";"X0021_Denmark_Long_tert_edu_30_39";"X0021_Denmark_Long_tert_edu_40_49";"X0021_Denmark_Long_tert_edu_50_59";"X0021_Denmark_Long_tert_edu_60plus";"X0021_Denmark_Social_benefits_16_19";"X0021_Denmark_Social_benefits_20_29";"X0021_Denmark_Social_benefits_30_39";"X0021_Denmark_Social_benefits_40_49";"X0021_Denmark_Social_benefits_50_59";"X0021_Denmark_Social_benefits_60plus";"X0021_S_factor_in_Denmark_Kirkegaard2014";"X0022_LV2012measuredIQ";"X0022_LV2012estimatedIQ";"X0022_LV2012estimatedIQChanged";"X0022_ChangeNotes";"X0023_Primary_education_score";"X0023_Secondary_education_score";"X0023_Mean_score";"X0024_AH1800";"X0024_AH1820";"X0024_AH1830";"X0024_AH1840";"X0024_AH1850";"X0024_AH1860";"X0024_AH1870";"X0024_AH1880";"X0024_AH1890";"X0024_AH1900";"X0024_AH1910";"X0024_AH1920";"X0024_AH1930";"X0024_AH1940"
"EST";;;;;0.3090062112;32;2;;0.73;0.776;0.83;0.84;78;0.1147601476;0.127647868;0.1014760148;0.1114167813;230.4;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500.7497617326;478.4090723871;524.1863451213;85.0058932653;352.6147327273;631.6526981818;514.5754620324;80.422957447;515.2738087193;513.8428588387;381.1575011684;645.653528587;531.3918040755;529.5757863028;533.2969042855;83.6420287325;391.9375755825;667.9125295925;500.9618256551;83.2631901591;479.6492328835;523.8369821252;358.5199672142;632.6311761498;512.1041600848;81.0873996627;516.3590536346;507.5373128336;378.1271796413;642.9450367599;527.8317383803;84.185074787;527.4413631827;528.2507345026;387.5792614696;664.6009674342;516.2941843131;494.3190281069;537.8328666456;80.4093289024;381.4338;644.85316;520.5455216768;80.8984366082;523.2142198853;517.9298295554;388.83782;656.51194;541.4047561641;540.1771978145;542.6079325642;80.1552410148;409.43678;672.43566;514.9789045027;87.5072041157;367.61456;654.28406;529.0065994339;527.4227037569;530.7202150362;78.9384451369;83.0427894873;74.1899779839;398.19428;658.83236;;;541.5;;;40;60;30;60;82;16;;;;;50.41;7.87;49.58;8.15;45.84;10.39;46.99;8.79;53.17;8.67;8.77;44.84;0.19;0.6;2.5;0.6;3.6;0.0609922622;0.06;;;;;9.2;6.6;5.9;7.3;7.8;4.9;4.9;5.2;5.7;6.1;2.8919330289;2.405002405;11498.8860759;64340.0218978;197296.9595016;231534.2142857;168247.1346154;;1;0.09375;0.0321100917;0.0476190476;0.1666666667;0.1785714286;0.1428571429;0.1926605505;0.2261904762;0.1944444444;0.15;0.7171053;5.515843;17.6136646;15.634375;19.45;;0.71675459;99.7;;99.7;"";;621;594;;95;94;95;97;97;;99;99;99;99;99;100;100
"ETH";;;;;0.5646349632;34;3;;;0.284;0.409;0.435;;0.0345876093;0.0364854803;;;;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.11;5.59;51.82;8.36;54.36;9.5;46.12;6.9;47.15;7.64;7.6;43.46;-0.16;;;;;0.0913250044;0.09;;;;;9.8;8.5;7.2;7.9;8.7;7.5;7.1;8.8;7.7;9.1;8.5304054054;8.647260274;;85178.5057034;146599.3643123;162194.6266094;169445.5179487;63318.9358974;0.9444444444;0.4081632653;0.2162162162;0.2777777778;0.2823529412;0.2692307692;0.2176870748;0.2324324324;0.0858585859;0.0882352941;0.1538461538;;19.7829545;29.102214;45.0055556;50.0538462;;-0.58560755;68.5;;68.5;"";;;;;;;;;;;;;;;;;95
"EUR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;;;;;;;;;;;;;;;;
"FIN";;;;;0.3229080933;7;1;0.752;0.792;0.841;0.877;0.879;;0.0626024254;0.0643427268;0.0568666011;0.0573383287;249.8;12.3;546;89;390;681;536;80;400;664;538;86;391;674;543.46254327;521.39035149;565.41155295;81.040208954;82.416689348;73.326580165;399.7071;665.8041;544.28918697;548.00216809;540.59692752;83.681048632;406.43402;680.16826;548.22500161;545.18393612;551.24909531;90.764245271;94.993800763;86.244293613;392.7442;690.61264;548;82;409;677;546.8682813595;521.3922772675;571.987035693;81.2307268197;409.7732236364;674.8680436364;548.3583950992;80.8921825854;554.2534949764;542.5459621504;411.4270135535;677.9171210469;563.3228338783;561.7613157414;564.8624548615;85.64410179;418.8860691995;699.9709797846;535.8779753141;86.4136196434;508.3868299335;563.4818481619;382.3151972369;666.1164333757;540.504324571;82.469390707;541.7910002523;539.2123728749;399.1976943449;668.8814457081;554.0795449133;89.2315039433;546.3518570932;561.8389201244;400.4475941813;694.2931741887;524.0216696935;494.0064611615;555.7081539979;94.6631719778;359.50738;668.66108;518.750335283;85.2938451423;517.3908853992;520.185480648;375.6426;656.93256;545.4419399879;537.436239814;553.8934052721;92.9543971486;385.86348;692.07384;522.8332148753;93.0479335399;363.55636;670.67908;;;;;;;;;;527.5;;;533;33;63;26;59;38;57;0.983;0.985;0.991;0.991;49.84;9.26;49.46;8.82;51.6;8.63;47.84;9.75;50.33;11.04;9.5;42.68;0.78;0.7;1;0.1;1;0.1289226787;0.13;;;;;8.2;5.6;3.7;5.2;4.4;1.8;2.1;1.9;1.8;1.9;2.5956284153;1.9453004622;;105533.2322275;323089.3464567;380647.5930851;297421.4196185;61394.1051502;0.8571428571;0.12;0.0344827586;0.0707070707;0.1569230769;0.2424892704;0.21;0.3060344828;0.2323232323;0.1476923077;0.0988593156;;3.7571765;11.7732809;14.2005305;27.3;54.2840532;0.89143411;100.9;;100.9;"";575;635;605;98;99;98;99;100;100;98;100;99;100;98;99;100;99
"FJI";;;;;;43;3;0.587;0.619;0.674;0.721;0.724;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.68;6.84;49.27;9.06;46;9.06;48.03;7.39;47.21;8.62;8.19;47.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;;85;"";;;;;;;;;62;70;73;74;83;88;95;97;99
"FLK";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;;;;;;;;;;;;;;;;
"FRA";;;;;0.5624092888;9;2;0.722;0.779;0.848;0.879;0.884;;0.0528249885;0.0504444904;0.048690859;0.0465164358;300.4;12.2;505;92;344;645;517;89;364;656;500;102;329;663;496.18878489;476.09997366;514.29450601;96.992534174;99.967849323;90.482445035;320.42034;640.57384;510.79947353;515.27783485;506.76319881;91.696833548;352.36018;656.1614;511.22545748;511.17608192;511.26995887;110.82710043;115.08920056;106.83700411;320.7917;681.93406;519;93;358;662;487.7062471872;469.7723722327;504.6289885302;103.9500920097;297.5866436364;638.6761872727;495.5383326445;95.5819386094;498.8591249959;492.4047705918;333.5644181337;645.7314223399;495.2198386381;496.5796064717;493.9367361633;101.578765185;320.2676371949;652.9929483512;495.6165805957;105.5245578081;475.0423693722;515.1811879864;304.5030176332;651.0336484276;496.7823023425;100.8598027529;505.1180499563;488.85560092;320.9144726593;651.7292413148;498.2269014708;102.5991531577;499.9391184504;496.5987052493;313.7448713167;652.8347631481;505.481483378;482.9715152162;526.7654100168;109.1244034582;312.19276;668.90596;494.9846743206;97.455339182;499.354754058;490.852617986;330.18384;651.68248;498.9708941515;497.7163415797;500.1571155051;100.1324818357;323.4241;651.28684;510.9760134996;96.177225842;340.01896;652.66078;486.2253309059;483.3708356441;489.0482748521;105.4564935689;117.7798220635;91.5545720888;302.03926;642.54248;518;;;;;68;71;43;86;63;48;0.984;0.988;0.99;0.987;45.44;8.77;46.64;8.19;49.26;10.23;52.29;9.34;48.09;9.52;9.21;41.63;0.97;;;;;0.3112765957;0.31;;;;;2.8;2.1;2.6;3.2;3;3.9;2.7;3.1;4.2;4.3;3.3213644524;1.3384061417;5261.2;55814.0972581;320868.7708129;381068.8277027;328486.5908142;108698.7754293;0.9756097561;0.1506849315;0.0628803245;0.0890207715;0.118226601;0.1675461741;0.3561643836;0.2352941176;0.203264095;0.1379310345;0.1740370899;1.3095238;1.2977846;8.8073314;10.0835771;19.0283333;40.2029851;1.09839114;98.1;;98.1;"";551;601;576;;;;;;;;;;;;;;
"FRO";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0685871056;;;;;;2.5;4.4;4.8;5.3;1.6;1;1.6;2.7;1.5;1.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;;;;;;;;;;;;;;;;
"FSM";;;;;;;;;;;0.627;0.63;;;;;;;3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;"";;;;;;;;;;;;;;;;;
"GAB";;;;;;25;1;0.54;0.619;0.632;0.662;0.674;;;;;;;10.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;"";367;;398;;;;;;;;;;;;;;
"Gaz";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;;;;;;;;;;;;;;;;
"GBR";6.5;;;;0.6323996748;15;2;0.735;0.768;0.863;0.895;0.892;71;0.0714540908;0.0708762887;0.0649517685;0.0650434075;266.9;11.6;523;100;352;682;529;92;374;676;532;98;366;687;;;;;;;;;;;;;;;;;;;;;;;;;;;495.0835096516;480.3699161507;509.5307095482;101.9131321723;317.7334127273;652.8248872727;495.4441588335;88.9176079801;503.8730346345;487.1678901168;351.1684062938;642.9584047359;514.7735478396;519.850195527;509.7888142366;106.7885169772;337.0894650444;685.4430375509;494.1820286605;95.3713783802;481.3831677796;506.5128627787;333.7704599164;645.6768405744;492.414080301;87.1826478782;502.8460543487;482.3635810647;348.0838136781;634.7172456769;513.7102430595;98.8060519882;518.5211340222;509.0752760126;348.3961208504;672.2491607609;499.3231151303;486.6308445162;511.5337744038;97.2031510316;330.36616;650.1377;493.9342308963;94.5191463273;500.2949312213;487.8148889148;336.18166;648.2552;514.1293210549;520.6215511687;507.8834402149;99.7661698551;344.12532;671.61506;;;;;;;;;;;;;518.5;517;513;519;;35;89;66;35;51;69;0.985;0.986;0.993;0.992;49.79;9.68;47.31;9.44;46.89;10.66;51.39;9.87;45.97;9.71;9.87;45.08;1.14;0.5;0.6;0.2;0.5;0.1408368567;0.14;110;109;107;107;3.4;3.1;2.6;2.7;3.1;2.4;2.3;2.3;2.9;2.6;4.5156842468;2.9993234609;14606.25;107272.5288;301936.234098;370783.9450585;356014.4888513;111400.9499848;0.9065420561;0.2809364548;0.0963045913;0.124497992;0.1635832522;0.1682413898;0.1170568562;0.1410974244;0.1316376618;0.0968841285;0.1140167364;1.328777;4.8230342;10.146114;13.3294156;20.0766302;45.4682384;0.84771546;99.1;;99.1;"";;617;590;91;94;99;95;97;97;97;97;98;99;99;97;99;100
"GEO";;;;;0.4150197628;16;3;;;;0.733;0.744;26;;0.475;;;;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;415.5;425.5;;;;;38;32;;;;;;;;;;;;;;;;;;;;;;0.2160278746;;;;;;18.8;14;11.8;6.6;11.2;17.4;6.3;15.8;8.4;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;86.7;;86.7;"";467;462;465;;44;37;46;52;65;;71;84;89;91;95;96;99
"GGY";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;;;;;;;;;;;;;;;;
"GHA";;;;;0.5560859189;28;2;0.423;0.502;0.487;0.556;0.573;;0.0643500644;0.0781671159;;;;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;265.5;306;318.5;;;;;4;72;;;;;;;;;;;;;;;;;0.03;;;;;0.1561561562;0.16;;;;;7.9;7.6;5.6;7.6;8.3;5.1;7.9;5.2;5.5;6.8;4.3037974684;6.1117936118;26408.9090909;117138.5107034;174366.3353783;206150.6492537;229091.9341564;93912.7068966;0.96875;0.4020100503;0.2014652015;0.2366666667;0.1957671958;0.2327586207;0.040201005;0.1941391941;0.1333333333;0.0952380952;0.1401869159;0.3528302;13.6761468;19.0432653;19.3335802;26.2349794;65.454386;0.16246776;69.7;;69.7;"";;339;328;;;;;;;;62;67;70;73;74;77;80
"GIB";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;;;;;;;;;;;;;;;;
"GIN";;;;;;30;3;;;;0.38;0.392;;;;;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.5;;66.5;"";;;;;;;;;;;89;100;100;80;98;94;
"GLP";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77;;;"Jason Malloy";;;;;;;;;;;;;;;;;
"GMB";;;;;0.5491606715;29;2;0.3;0.334;0.383;0.44;0.441;;0.2636363636;0.246835443;;;;3.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.84;;;;;0.0345768881;0.03;;;;;14.6;13.5;12.5;8.8;11.1;11;7.5;9.4;10.6;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;62;"";;;;;;;;;;;;49;54;57;55;62;63
"GNB";;;;;;35;2;;;;0.401;0.396;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;"";;;;;;;;;;43;52;57;64;66;61;;
"GNQ";;;;;;7;1;;;0.476;0.559;0.556;;;;;;;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;"";;;;;;;;;;;;;;;;;
"GRC";;;;;0.6671289875;7;1;0.713;0.749;0.798;0.856;0.853;47;;0.0923261391;;;;10.3;474;97;305;625;447;108;260;617;461;97;300;616;472.2668764;452.88274315;490.3706086;104.5422048;110.16919876;95.518458964;287.76492;630.8647;444.9118627;454.95248026;435.55104907;93.826729809;287.58376;597.75668;481.02226503;487.42210546;475.073221;100.56055915;104.66649581;96.184737117;314.52786;643.38868;448;99;283;607;459.7111844551;431.5653456442;488.1488831371;102.6559621554;271.9258109091;612.9601236364;459.201986745;92.3269261345;461.531134739;456.8486865188;303.653217012;607.0026483876;473.3779639079;467.7030027166;479.111771931;92.15632217;316.5563913611;619.106849457;482.7762295603;95.1506251049;458.7862330822;505.9250528156;318.4745500818;629.7499909107;466.0963832794;89.4550366475;473.1323754865;459.3070975797;319.0512356706;612.906994859;470.1157679089;91.5508648657;465.1717039643;474.8864756711;317.7918687057;616.1879895561;477.1971765179;451.7183515382;502.1977887934;98.7716239698;301.67346;626.35698;452.9734268589;87.7914530296;457.0387451264;448.9844106518;307.81274;597.17246;466.7220294888;460.020070907;473.2981988422;88.4357674397;316.50504;608.0567;;;;;;;;;;;;;490.5;;;;;60;35;57;100;45;50;0.987;0.987;0.997;0.999;48.6;7.14;52.42;9.04;47.45;10.88;53.19;9.8;51.53;8.91;9.15;48.16;0.61;;;;;0.2103658537;0.21;;;;;4.9;5.3;3.8;5.5;5.2;4.3;6.1;5.4;3.7;6.8;3.7634408602;1.8581081081;;52765.2247387;189913.5042254;247720.4625;193339.2018349;57331.3577586;1;0.0833333333;0.0606060606;0.1736526946;0.1798941799;0.2586206897;0.71875;0.4696969697;0.1077844311;0.1111111111;0.0857142857;;4.0674216;9.1910112;15.7391667;32.4610092;59.6408451;0.61298979;93.2;;93.2;"";503;566;534;;;;;;;76;81;85;89;94;95;;
"GRD";;;;;;;;;;;0.746;0.744;;;;;;;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74;"";;;;;;;;;86;87;89;90;92;95;;;
"GRL";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;"";;;;;;;;;;100;99;100;98;99;97;97;
"GTM";;;;;;47;3;0.445;0.483;0.551;0.613;0.628;;;;;;;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;6;37;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.6;7.4;;;;1.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;;79;"";370;;400;;;;;;;55;71;68;70;73;77;;
"GUF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;;;;;;;;;;;;;;;;
